Overriding config with config/gpt3-small-like-withdrop32b128b.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 20
log_interval = 1 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = True # override via command line if you like
wandb_project = 'data309gptnew'
wandb_run_name = 'Gpt3likewithdrop32batch128block'

dataset = 'lyrics'
gradient_accumulation_steps = 1
batch_size = 32 # TO BE PROPERLY DETERMINED
block_size = 128 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 12
n_head = 12
n_embd = 768
dropout = 0.1

learning_rate = 6.0e-4 # with baby networks can afford to go a bit higher
max_iters = 4000
lr_decay_iters = 4000# make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
device = 'cuda' 
# compile = False # do not torch compile the model

Overriding: device = cuda
Overriding: compile = True
tokens per iteration will be: 4,096
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 123.59M
num decayed parameter tensors: 50, with 123,666,432 parameters
num non-decayed parameter tensors: 25, with 19,200 parameters
iter 2157: loss 3.9669, time 168.64ms, mfu 5.85%
iter 2158: loss 3.9992, time 174.26ms, mfu 5.84%
iter 2159: loss 3.7830, time 167.29ms, mfu 5.84%
iter 2160: loss 3.7113, time 168.05ms, mfu 5.85%
iter 2161: loss 3.7792, time 169.75ms, mfu 5.85%
iter 2162: loss 3.8800, time 171.30ms, mfu 5.84%
iter 2163: loss 3.6944, time 170.21ms, mfu 5.84%
iter 2164: loss 3.6804, time 164.83ms, mfu 5.86%
iter 2165: loss 3.6808, time 173.43ms, mfu 5.85%
iter 2166: loss 4.0077, time 169.47ms, mfu 5.85%
iter 2167: loss 3.7067, time 169.97ms, mfu 5.85%
iter 2168: loss 3.7115, time 170.68ms, mfu 5.84%
iter 2169: loss 3.8422, time 165.56ms, mfu 5.86%
iter 2170: loss 3.6404, time 171.96ms, mfu 5.85%
iter 2171: loss 3.6824, time 168.74ms, mfu 5.85%
iter 2172: loss 3.7614, time 169.98ms, mfu 5.85%
iter 2173: loss 3.8052, time 170.67ms, mfu 5.85%
iter 2174: loss 4.1016, time 167.73ms, mfu 5.85%
iter 2175: loss 3.8908, time 169.24ms, mfu 5.85%
iter 2176: loss 3.8649, time 168.88ms, mfu 5.86%
iter 2177: loss 3.8076, time 172.25ms, mfu 5.85%
iter 2178: loss 3.5531, time 170.27ms, mfu 5.84%
iter 2179: loss 3.6329, time 167.18ms, mfu 5.85%
iter 2180: loss 3.7806, time 169.75ms, mfu 5.85%
iter 2181: loss 3.6577, time 169.43ms, mfu 5.85%
iter 2182: loss 3.8496, time 168.61ms, mfu 5.86%
iter 2183: loss 3.9638, time 167.21ms, mfu 5.86%
iter 2184: loss 3.6243, time 173.03ms, mfu 5.85%
iter 2185: loss 3.7666, time 169.45ms, mfu 5.85%
iter 2186: loss 3.5914, time 170.07ms, mfu 5.85%
iter 2187: loss 3.7508, time 168.54ms, mfu 5.85%
iter 2188: loss 3.6765, time 164.82ms, mfu 5.87%
iter 2189: loss 4.1756, time 175.24ms, mfu 5.85%
iter 2190: loss 3.6137, time 169.01ms, mfu 5.85%
iter 2191: loss 3.8668, time 169.70ms, mfu 5.85%
iter 2192: loss 3.9387, time 170.75ms, mfu 5.85%
iter 2193: loss 3.8964, time 166.77ms, mfu 5.86%
iter 2194: loss 3.8588, time 167.07ms, mfu 5.86%
iter 2195: loss 3.6673, time 173.31ms, mfu 5.85%
iter 2196: loss 3.6928, time 170.67ms, mfu 5.85%
iter 2197: loss 3.5787, time 171.30ms, mfu 5.84%
iter 2198: loss 3.5996, time 167.82ms, mfu 5.85%
iter 2199: loss 3.6849, time 164.51ms, mfu 5.87%
iter 2200: loss 3.6280, time 172.54ms, mfu 5.85%
iter 2201: loss 3.8322, time 171.66ms, mfu 5.85%
iter 2202: loss 3.7384, time 170.41ms, mfu 5.84%
iter 2203: loss 3.7309, time 170.31ms, mfu 5.84%
iter 2204: loss 3.8530, time 168.97ms, mfu 5.85%
iter 2205: loss 3.8009, time 169.52ms, mfu 5.85%
iter 2206: loss 3.7222, time 166.69ms, mfu 5.86%
iter 2207: loss 3.6680, time 171.33ms, mfu 5.85%
iter 2208: loss 3.8206, time 171.69ms, mfu 5.84%
iter 2209: loss 3.7664, time 169.86ms, mfu 5.84%
iter 2210: loss 3.8018, time 164.16ms, mfu 5.86%
iter 2211: loss 3.6934, time 171.72ms, mfu 5.85%
iter 2212: loss 3.8873, time 168.71ms, mfu 5.86%
iter 2213: loss 3.8004, time 171.19ms, mfu 5.85%
iter 2214: loss 3.8517, time 172.78ms, mfu 5.84%
iter 2215: loss 3.8297, time 171.71ms, mfu 5.83%
iter 2216: loss 3.6390, time 172.08ms, mfu 5.83%
iter 2217: loss 4.0120, time 161.65ms, mfu 5.86%
iter 2218: loss 3.7975, time 171.37ms, mfu 5.85%
iter 2219: loss 3.6483, time 170.04ms, mfu 5.85%
iter 2220: loss 3.5509, time 172.91ms, mfu 5.84%
iter 2221: loss 3.6157, time 167.82ms, mfu 5.85%
iter 2222: loss 3.6607, time 169.18ms, mfu 5.85%
iter 2223: loss 4.0906, time 168.84ms, mfu 5.85%
iter 2224: loss 3.6690, time 169.90ms, mfu 5.85%
iter 2225: loss 3.7090, time 166.52ms, mfu 5.86%
iter 2226: loss 3.5263, time 172.69ms, mfu 5.85%
iter 2227: loss 4.0302, time 169.06ms, mfu 5.85%
iter 2228: loss 3.9383, time 168.45ms, mfu 5.85%
iter 2229: loss 3.7494, time 166.34ms, mfu 5.87%
iter 2230: loss 3.9584, time 175.58ms, mfu 5.84%
iter 2231: loss 3.8693, time 166.10ms, mfu 5.86%
iter 2232: loss 3.9435, time 170.49ms, mfu 5.85%
iter 2233: loss 3.9601, time 170.71ms, mfu 5.85%
iter 2234: loss 4.0311, time 171.66ms, mfu 5.84%
iter 2235: loss 3.5164, time 169.95ms, mfu 5.84%
iter 2236: loss 3.6681, time 166.95ms, mfu 5.85%
iter 2237: loss 3.4261, time 168.78ms, mfu 5.85%
iter 2238: loss 3.8564, time 170.30ms, mfu 5.85%
iter 2239: loss 3.7295, time 169.99ms, mfu 5.85%
iter 2240: loss 4.0320, time 165.80ms, mfu 5.86%
iter 2241: loss 3.7120, time 172.10ms, mfu 5.85%
iter 2242: loss 3.6117, time 170.33ms, mfu 5.85%
iter 2243: loss 4.0989, time 170.34ms, mfu 5.85%
iter 2244: loss 3.7437, time 170.87ms, mfu 5.84%
iter 2245: loss 3.9484, time 167.70ms, mfu 5.85%
iter 2246: loss 3.5625, time 169.54ms, mfu 5.85%
iter 2247: loss 3.7046, time 169.14ms, mfu 5.85%
iter 2248: loss 3.8235, time 170.23ms, mfu 5.85%
iter 2249: loss 3.5153, time 170.05ms, mfu 5.85%
step 2250: train loss 3.6659, val loss 3.5274
saving checkpoint to out
iter 2250: loss 3.9051, time 6350.14ms, mfu 5.28%
iter 2251: loss 3.7509, time 170.72ms, mfu 5.33%
iter 2252: loss 3.9355, time 166.59ms, mfu 5.39%
iter 2253: loss 3.8688, time 173.84ms, mfu 5.43%
iter 2254: loss 3.8872, time 169.02ms, mfu 5.47%
iter 2255: loss 3.7632, time 170.23ms, mfu 5.51%
iter 2256: loss 3.9012, time 171.08ms, mfu 5.54%
iter 2257: loss 4.0497, time 167.12ms, mfu 5.58%
iter 2258: loss 3.5938, time 167.85ms, mfu 5.61%
iter 2259: loss 3.8330, time 171.34ms, mfu 5.63%
iter 2260: loss 3.7095, time 169.08ms, mfu 5.65%
iter 2261: loss 3.6188, time 166.85ms, mfu 5.68%
iter 2262: loss 3.5768, time 174.77ms, mfu 5.68%
iter 2263: loss 3.7681, time 167.76ms, mfu 5.70%
iter 2264: loss 3.9376, time 168.53ms, mfu 5.72%
iter 2265: loss 3.7448, time 169.13ms, mfu 5.74%
iter 2266: loss 3.8152, time 168.57ms, mfu 5.75%
iter 2267: loss 3.7741, time 163.86ms, mfu 5.78%
iter 2268: loss 3.4006, time 176.88ms, mfu 5.76%
iter 2269: loss 3.7978, time 167.86ms, mfu 5.78%
iter 2270: loss 3.6204, time 169.58ms, mfu 5.79%
iter 2271: loss 3.8468, time 170.42ms, mfu 5.79%
iter 2272: loss 3.8644, time 167.94ms, mfu 5.80%
iter 2273: loss 3.4993, time 169.93ms, mfu 5.80%
iter 2274: loss 3.9603, time 169.17ms, mfu 5.81%
iter 2275: loss 3.7042, time 170.88ms, mfu 5.81%
iter 2276: loss 3.7478, time 170.36ms, mfu 5.81%
iter 2277: loss 3.8388, time 170.68ms, mfu 5.81%
iter 2278: loss 3.7317, time 170.69ms, mfu 5.81%
iter 2279: loss 3.5813, time 166.45ms, mfu 5.83%
iter 2280: loss 3.4082, time 169.60ms, mfu 5.83%
iter 2281: loss 3.8032, time 169.74ms, mfu 5.83%
iter 2282: loss 3.6883, time 170.55ms, mfu 5.83%
iter 2283: loss 4.0136, time 164.47ms, mfu 5.85%
iter 2284: loss 3.6821, time 174.83ms, mfu 5.83%
iter 2285: loss 3.6478, time 168.41ms, mfu 5.84%
iter 2286: loss 4.0696, time 169.44ms, mfu 5.84%
iter 2287: loss 3.6879, time 170.85ms, mfu 5.84%
iter 2288: loss 3.8433, time 169.07ms, mfu 5.84%
iter 2289: loss 3.6258, time 163.53ms, mfu 5.86%
iter 2290: loss 3.9271, time 173.50ms, mfu 5.85%
iter 2291: loss 3.6416, time 170.54ms, mfu 5.84%
iter 2292: loss 3.9521, time 169.05ms, mfu 5.85%
iter 2293: loss 3.8407, time 167.58ms, mfu 5.85%
iter 2294: loss 3.8485, time 172.08ms, mfu 5.85%
iter 2295: loss 3.9433, time 169.61ms, mfu 5.85%
iter 2296: loss 3.7883, time 170.39ms, mfu 5.84%
iter 2297: loss 3.6178, time 169.47ms, mfu 5.84%
iter 2298: loss 3.6176, time 167.82ms, mfu 5.85%
iter 2299: loss 3.5622, time 168.81ms, mfu 5.85%
iter 2300: loss 3.5868, time 172.67ms, mfu 5.84%
iter 2301: loss 3.6101, time 164.75ms, mfu 5.86%
iter 2302: loss 3.9607, time 174.01ms, mfu 5.84%
iter 2303: loss 3.9525, time 167.30ms, mfu 5.85%
iter 2304: loss 3.8783, time 169.35ms, mfu 5.85%
iter 2305: loss 3.3716, time 170.27ms, mfu 5.85%
iter 2306: loss 3.4332, time 170.74ms, mfu 5.85%
iter 2307: loss 3.5957, time 167.52ms, mfu 5.85%
iter 2308: loss 3.7674, time 169.96ms, mfu 5.85%
iter 2309: loss 3.7619, time 169.01ms, mfu 5.85%
iter 2310: loss 4.0375, time 170.21ms, mfu 5.85%
iter 2311: loss 3.6839, time 170.76ms, mfu 5.85%
iter 2312: loss 3.6476, time 168.58ms, mfu 5.85%
iter 2313: loss 4.0166, time 172.01ms, mfu 5.84%
iter 2314: loss 3.6680, time 167.12ms, mfu 5.85%
iter 2315: loss 3.8067, time 170.00ms, mfu 5.85%
iter 2316: loss 3.6076, time 170.54ms, mfu 5.85%
iter 2317: loss 3.7579, time 169.61ms, mfu 5.85%
iter 2318: loss 3.6644, time 166.77ms, mfu 5.86%
iter 2319: loss 3.6580, time 169.96ms, mfu 5.86%
iter 2320: loss 4.0123, time 170.15ms, mfu 5.85%
iter 2321: loss 3.6431, time 171.00ms, mfu 5.85%
iter 2322: loss 4.0336, time 169.57ms, mfu 5.85%
iter 2323: loss 3.9590, time 165.90ms, mfu 5.86%
iter 2324: loss 3.5927, time 171.29ms, mfu 5.85%
iter 2325: loss 3.5728, time 169.95ms, mfu 5.85%
iter 2326: loss 3.5960, time 168.27ms, mfu 5.86%
iter 2327: loss 3.6256, time 172.29ms, mfu 5.85%
iter 2328: loss 3.6201, time 168.10ms, mfu 5.85%
iter 2329: loss 3.7453, time 169.46ms, mfu 5.85%
iter 2330: loss 3.7866, time 169.83ms, mfu 5.85%
iter 2331: loss 3.7877, time 164.93ms, mfu 5.87%
iter 2332: loss 3.6892, time 176.07ms, mfu 5.84%
iter 2333: loss 3.8851, time 168.27ms, mfu 5.85%
iter 2334: loss 3.7015, time 168.16ms, mfu 5.85%
iter 2335: loss 3.6983, time 170.29ms, mfu 5.85%
iter 2336: loss 3.6418, time 170.57ms, mfu 5.85%
iter 2337: loss 3.6500, time 168.10ms, mfu 5.85%
iter 2338: loss 3.4085, time 171.78ms, mfu 5.85%
iter 2339: loss 3.6526, time 165.90ms, mfu 5.86%
iter 2340: loss 3.7223, time 171.27ms, mfu 5.85%
iter 2341: loss 3.7092, time 170.19ms, mfu 5.85%
iter 2342: loss 3.6584, time 169.96ms, mfu 5.85%
iter 2343: loss 3.5692, time 169.13ms, mfu 5.85%
iter 2344: loss 3.5185, time 168.87ms, mfu 5.85%
iter 2345: loss 3.6132, time 169.58ms, mfu 5.85%
iter 2346: loss 3.8360, time 170.70ms, mfu 5.85%
iter 2347: loss 4.0044, time 170.38ms, mfu 5.85%
iter 2348: loss 3.9430, time 167.17ms, mfu 5.85%
iter 2349: loss 4.1068, time 169.73ms, mfu 5.85%
iter 2350: loss 3.8042, time 170.41ms, mfu 5.85%
iter 2351: loss 3.8784, time 171.37ms, mfu 5.84%
iter 2352: loss 3.9863, time 169.76ms, mfu 5.84%
iter 2353: loss 3.9611, time 165.32ms, mfu 5.86%
iter 2354: loss 3.7995, time 170.66ms, mfu 5.86%
iter 2355: loss 3.7197, time 170.76ms, mfu 5.85%
iter 2356: loss 3.6366, time 171.52ms, mfu 5.84%
iter 2357: loss 3.7203, time 169.38ms, mfu 5.85%
iter 2358: loss 3.8646, time 166.29ms, mfu 5.86%
iter 2359: loss 3.5397, time 169.96ms, mfu 5.86%
iter 2360: loss 3.7300, time 171.07ms, mfu 5.85%
iter 2361: loss 3.5450, time 170.64ms, mfu 5.85%
iter 2362: loss 3.4404, time 170.39ms, mfu 5.84%
iter 2363: loss 3.6105, time 167.11ms, mfu 5.85%
iter 2364: loss 3.6447, time 169.68ms, mfu 5.85%
iter 2365: loss 3.9154, time 170.25ms, mfu 5.85%
iter 2366: loss 3.7575, time 171.53ms, mfu 5.84%
iter 2367: loss 3.7164, time 169.00ms, mfu 5.85%
iter 2368: loss 3.7155, time 167.92ms, mfu 5.85%
iter 2369: loss 3.6764, time 169.28ms, mfu 5.85%
iter 2370: loss 3.6678, time 170.39ms, mfu 5.85%
iter 2371: loss 3.7450, time 171.50ms, mfu 5.84%
iter 2372: loss 3.5487, time 170.21ms, mfu 5.84%
iter 2373: loss 3.6533, time 167.37ms, mfu 5.85%
iter 2374: loss 3.6579, time 168.27ms, mfu 5.86%
iter 2375: loss 3.8894, time 171.38ms, mfu 5.85%
iter 2376: loss 3.5618, time 170.10ms, mfu 5.85%
iter 2377: loss 3.7893, time 170.32ms, mfu 5.84%
iter 2378: loss 3.7354, time 169.94ms, mfu 5.84%
iter 2379: loss 3.7136, time 169.08ms, mfu 5.85%
iter 2380: loss 3.7698, time 170.13ms, mfu 5.84%
iter 2381: loss 3.9778, time 168.59ms, mfu 5.85%
iter 2382: loss 3.7828, time 170.51ms, mfu 5.85%
iter 2383: loss 3.4165, time 169.66ms, mfu 5.85%
iter 2384: loss 3.7014, time 170.59ms, mfu 5.84%
iter 2385: loss 3.5104, time 166.45ms, mfu 5.85%
iter 2386: loss 3.8967, time 171.41ms, mfu 5.85%
iter 2387: loss 3.3747, time 170.55ms, mfu 5.84%
iter 2388: loss 3.6779, time 170.58ms, mfu 5.84%
iter 2389: loss 3.7718, time 171.61ms, mfu 5.84%
iter 2390: loss 3.7680, time 168.45ms, mfu 5.84%
iter 2391: loss 3.5392, time 168.37ms, mfu 5.85%
iter 2392: loss 3.6045, time 170.11ms, mfu 5.84%
iter 2393: loss 3.8114, time 170.14ms, mfu 5.84%
iter 2394: loss 3.8065, time 170.77ms, mfu 5.84%
iter 2395: loss 3.8335, time 169.42ms, mfu 5.84%
iter 2396: loss 3.8749, time 170.53ms, mfu 5.84%
iter 2397: loss 3.4452, time 168.98ms, mfu 5.84%
iter 2398: loss 3.5699, time 168.49ms, mfu 5.85%
iter 2399: loss 3.5648, time 173.57ms, mfu 5.83%
iter 2400: loss 3.8163, time 167.85ms, mfu 5.84%
iter 2401: loss 3.4804, time 169.37ms, mfu 5.84%
iter 2402: loss 3.8684, time 165.84ms, mfu 5.86%
iter 2403: loss 3.6141, time 171.30ms, mfu 5.85%
iter 2404: loss 3.8237, time 170.62ms, mfu 5.85%
iter 2405: loss 3.7127, time 169.61ms, mfu 5.85%
iter 2406: loss 3.7795, time 171.16ms, mfu 5.84%
iter 2407: loss 3.8245, time 167.39ms, mfu 5.85%
iter 2408: loss 3.6961, time 170.04ms, mfu 5.85%
iter 2409: loss 3.6791, time 170.26ms, mfu 5.85%
iter 2410: loss 3.7469, time 171.86ms, mfu 5.84%
iter 2411: loss 3.6834, time 169.87ms, mfu 5.84%
iter 2412: loss 3.7483, time 167.49ms, mfu 5.85%
iter 2413: loss 3.6670, time 168.83ms, mfu 5.85%
iter 2414: loss 4.0997, time 169.82ms, mfu 5.85%
iter 2415: loss 3.7993, time 171.13ms, mfu 5.84%
iter 2416: loss 3.9399, time 172.76ms, mfu 5.83%
iter 2417: loss 3.5372, time 166.35ms, mfu 5.85%
iter 2418: loss 3.9301, time 167.80ms, mfu 5.85%
iter 2419: loss 3.7371, time 169.61ms, mfu 5.85%
iter 2420: loss 3.5984, time 170.89ms, mfu 5.85%
iter 2421: loss 3.7137, time 171.70ms, mfu 5.84%
iter 2422: loss 3.6609, time 170.31ms, mfu 5.84%
iter 2423: loss 3.9348, time 167.62ms, mfu 5.85%
iter 2424: loss 3.7138, time 169.13ms, mfu 5.85%
iter 2425: loss 3.6145, time 169.08ms, mfu 5.85%
iter 2426: loss 3.6037, time 170.90ms, mfu 5.85%
iter 2427: loss 3.6600, time 166.64ms, mfu 5.86%
iter 2428: loss 3.6308, time 175.52ms, mfu 5.84%
iter 2429: loss 3.8382, time 166.68ms, mfu 5.85%
iter 2430: loss 3.7559, time 169.63ms, mfu 5.85%
iter 2431: loss 3.6379, time 169.91ms, mfu 5.85%
iter 2432: loss 3.9474, time 170.71ms, mfu 5.84%
iter 2433: loss 3.9386, time 164.38ms, mfu 5.86%
iter 2434: loss 3.4566, time 174.76ms, mfu 5.84%
iter 2435: loss 3.8195, time 168.37ms, mfu 5.85%
iter 2436: loss 3.6836, time 170.49ms, mfu 5.85%
iter 2437: loss 3.6161, time 170.29ms, mfu 5.84%
iter 2438: loss 3.8223, time 170.02ms, mfu 5.84%
iter 2439: loss 3.7152, time 166.84ms, mfu 5.85%
iter 2440: loss 3.6880, time 170.47ms, mfu 5.85%
iter 2441: loss 3.7081, time 170.01ms, mfu 5.85%
iter 2442: loss 3.6388, time 169.71ms, mfu 5.85%
iter 2443: loss 4.0269, time 170.52ms, mfu 5.85%
iter 2444: loss 3.8269, time 166.45ms, mfu 5.86%
iter 2445: loss 3.7916, time 167.88ms, mfu 5.86%
iter 2446: loss 3.7477, time 173.36ms, mfu 5.85%
iter 2447: loss 3.5685, time 171.14ms, mfu 5.84%
iter 2448: loss 3.7749, time 169.76ms, mfu 5.84%
iter 2449: loss 3.4492, time 169.99ms, mfu 5.84%
iter 2450: loss 3.5110, time 164.91ms, mfu 5.86%
iter 2451: loss 3.8860, time 169.30ms, mfu 5.86%
iter 2452: loss 3.6967, time 173.12ms, mfu 5.85%
iter 2453: loss 3.8081, time 170.04ms, mfu 5.85%
iter 2454: loss 3.3974, time 170.44ms, mfu 5.84%
iter 2455: loss 3.4926, time 170.46ms, mfu 5.84%
iter 2456: loss 3.5560, time 168.46ms, mfu 5.85%
iter 2457: loss 3.8584, time 169.41ms, mfu 5.85%
iter 2458: loss 3.7425, time 169.53ms, mfu 5.85%
iter 2459: loss 4.0351, time 169.72ms, mfu 5.85%
iter 2460: loss 3.8496, time 171.08ms, mfu 5.84%
iter 2461: loss 3.6384, time 169.86ms, mfu 5.84%
iter 2462: loss 3.7820, time 163.11ms, mfu 5.87%
iter 2463: loss 3.7929, time 173.58ms, mfu 5.85%
iter 2464: loss 3.3828, time 170.00ms, mfu 5.85%
iter 2465: loss 3.6015, time 171.12ms, mfu 5.84%
iter 2466: loss 3.4789, time 171.50ms, mfu 5.84%
iter 2467: loss 4.0030, time 167.67ms, mfu 5.85%
iter 2468: loss 3.5674, time 167.68ms, mfu 5.85%
iter 2469: loss 4.0075, time 170.51ms, mfu 5.85%
iter 2470: loss 3.5684, time 170.26ms, mfu 5.85%
iter 2471: loss 3.8480, time 170.74ms, mfu 5.84%
iter 2472: loss 3.6709, time 171.21ms, mfu 5.84%
iter 2473: loss 3.5866, time 165.21ms, mfu 5.86%
iter 2474: loss 3.8696, time 172.31ms, mfu 5.85%
iter 2475: loss 3.7369, time 169.53ms, mfu 5.85%
iter 2476: loss 3.8725, time 170.53ms, mfu 5.84%
iter 2477: loss 3.8168, time 170.27ms, mfu 5.84%
iter 2478: loss 3.6222, time 170.68ms, mfu 5.84%
iter 2479: loss 3.8832, time 168.19ms, mfu 5.84%
iter 2480: loss 3.7234, time 168.68ms, mfu 5.85%
iter 2481: loss 3.5651, time 170.22ms, mfu 5.85%
iter 2482: loss 3.8039, time 170.29ms, mfu 5.84%
iter 2483: loss 3.7145, time 170.38ms, mfu 5.84%
iter 2484: loss 3.7761, time 169.86ms, mfu 5.84%
iter 2485: loss 3.5089, time 168.73ms, mfu 5.85%
iter 2486: loss 3.7553, time 170.09ms, mfu 5.84%
iter 2487: loss 3.4398, time 169.10ms, mfu 5.85%
iter 2488: loss 3.6604, time 170.29ms, mfu 5.84%
iter 2489: loss 3.6705, time 170.32ms, mfu 5.84%
iter 2490: loss 3.5492, time 166.96ms, mfu 5.85%
iter 2491: loss 3.4150, time 167.48ms, mfu 5.86%
iter 2492: loss 3.6772, time 172.12ms, mfu 5.85%
iter 2493: loss 3.5234, time 170.50ms, mfu 5.85%
iter 2494: loss 3.6136, time 171.41ms, mfu 5.84%
iter 2495: loss 3.6953, time 169.74ms, mfu 5.84%
iter 2496: loss 3.7944, time 166.84ms, mfu 5.85%
iter 2497: loss 3.7799, time 169.23ms, mfu 5.85%
iter 2498: loss 3.6401, time 169.85ms, mfu 5.85%
iter 2499: loss 3.8241, time 172.03ms, mfu 5.84%
step 2500: train loss 3.6636, val loss 3.4434
saving checkpoint to out
iter 2500: loss 3.8274, time 6383.59ms, mfu 5.27%
iter 2501: loss 3.4583, time 173.44ms, mfu 5.32%
iter 2502: loss 3.5268, time 171.92ms, mfu 5.36%
iter 2503: loss 3.7030, time 167.98ms, mfu 5.42%
iter 2504: loss 3.6100, time 163.87ms, mfu 5.48%
iter 2505: loss 3.6453, time 174.43ms, mfu 5.50%
iter 2506: loss 3.8526, time 172.90ms, mfu 5.53%
iter 2507: loss 3.7679, time 165.16ms, mfu 5.57%
iter 2508: loss 3.8323, time 172.93ms, mfu 5.59%
iter 2509: loss 3.7201, time 170.86ms, mfu 5.61%
iter 2510: loss 3.6177, time 166.14ms, mfu 5.65%
iter 2511: loss 3.7346, time 169.85ms, mfu 5.67%
iter 2512: loss 3.8609, time 170.77ms, mfu 5.68%
iter 2513: loss 3.7378, time 168.69ms, mfu 5.70%
iter 2514: loss 3.4787, time 167.13ms, mfu 5.72%
iter 2515: loss 3.4689, time 173.01ms, mfu 5.73%
iter 2516: loss 3.8478, time 169.18ms, mfu 5.74%
iter 2517: loss 3.7792, time 167.67ms, mfu 5.76%
iter 2518: loss 3.7580, time 173.52ms, mfu 5.75%
iter 2519: loss 3.7242, time 169.74ms, mfu 5.76%
iter 2520: loss 3.9970, time 169.38ms, mfu 5.77%
iter 2521: loss 3.7248, time 169.47ms, mfu 5.78%
iter 2522: loss 3.7403, time 168.58ms, mfu 5.79%
iter 2523: loss 3.8826, time 170.03ms, mfu 5.80%
iter 2524: loss 4.2343, time 171.56ms, mfu 5.79%
iter 2525: loss 3.6226, time 172.55ms, mfu 5.79%
iter 2526: loss 3.7008, time 169.76ms, mfu 5.79%
iter 2527: loss 3.5358, time 169.13ms, mfu 5.80%
iter 2528: loss 3.9371, time 163.05ms, mfu 5.83%
iter 2529: loss 4.2941, time 172.55ms, mfu 5.82%
iter 2530: loss 3.8482, time 171.61ms, mfu 5.82%
iter 2531: loss 3.6742, time 170.78ms, mfu 5.82%
iter 2532: loss 3.7368, time 168.94ms, mfu 5.82%
iter 2533: loss 3.5663, time 165.58ms, mfu 5.84%
iter 2534: loss 3.7080, time 172.18ms, mfu 5.83%
iter 2535: loss 3.6782, time 170.45ms, mfu 5.83%
iter 2536: loss 3.8239, time 165.07ms, mfu 5.85%
iter 2537: loss 3.8503, time 165.78ms, mfu 5.86%
iter 2538: loss 3.6596, time 176.11ms, mfu 5.84%
iter 2539: loss 3.6624, time 170.52ms, mfu 5.84%
iter 2540: loss 3.8763, time 170.73ms, mfu 5.83%
iter 2541: loss 3.5599, time 170.11ms, mfu 5.83%
iter 2542: loss 3.8820, time 165.51ms, mfu 5.85%
iter 2543: loss 3.6229, time 174.01ms, mfu 5.84%
iter 2544: loss 3.7422, time 170.04ms, mfu 5.84%
iter 2545: loss 3.9168, time 169.27ms, mfu 5.84%
iter 2546: loss 3.7077, time 170.76ms, mfu 5.83%
iter 2547: loss 3.6877, time 170.72ms, mfu 5.83%
iter 2548: loss 3.7771, time 166.70ms, mfu 5.84%
iter 2549: loss 3.5787, time 165.30ms, mfu 5.86%
iter 2550: loss 3.7201, time 172.43ms, mfu 5.85%
iter 2551: loss 3.7791, time 169.95ms, mfu 5.85%
iter 2552: loss 3.8337, time 173.02ms, mfu 5.84%
iter 2553: loss 3.8356, time 170.99ms, mfu 5.83%
iter 2554: loss 3.7609, time 161.53ms, mfu 5.86%
iter 2555: loss 3.6028, time 174.84ms, mfu 5.85%
iter 2556: loss 3.4759, time 171.88ms, mfu 5.84%
iter 2557: loss 3.9697, time 176.55ms, mfu 5.82%
iter 2558: loss 3.7517, time 161.42ms, mfu 5.85%
iter 2559: loss 3.6914, time 174.99ms, mfu 5.83%
iter 2560: loss 3.8141, time 166.08ms, mfu 5.85%
iter 2561: loss 3.6135, time 165.16ms, mfu 5.86%
iter 2562: loss 3.5266, time 175.91ms, mfu 5.84%
iter 2563: loss 3.8525, time 172.25ms, mfu 5.83%
iter 2564: loss 3.5899, time 169.54ms, mfu 5.83%
iter 2565: loss 3.6849, time 169.97ms, mfu 5.83%
iter 2566: loss 3.7566, time 167.48ms, mfu 5.84%
iter 2567: loss 3.7011, time 171.43ms, mfu 5.84%
iter 2568: loss 3.6969, time 169.25ms, mfu 5.84%
iter 2569: loss 3.5368, time 169.88ms, mfu 5.84%
iter 2570: loss 3.7472, time 171.48ms, mfu 5.83%
iter 2571: loss 3.6091, time 170.15ms, mfu 5.83%
iter 2572: loss 3.4109, time 163.39ms, mfu 5.86%
iter 2573: loss 3.6303, time 170.23ms, mfu 5.85%
iter 2574: loss 3.4860, time 172.76ms, mfu 5.84%
iter 2575: loss 3.7590, time 171.34ms, mfu 5.84%
iter 2576: loss 3.6828, time 171.25ms, mfu 5.83%
iter 2577: loss 3.6310, time 166.01ms, mfu 5.85%
iter 2578: loss 3.9659, time 172.93ms, mfu 5.84%
iter 2579: loss 3.7429, time 167.72ms, mfu 5.84%
iter 2580: loss 3.5905, time 170.64ms, mfu 5.84%
iter 2581: loss 3.7593, time 170.07ms, mfu 5.84%
iter 2582: loss 3.5751, time 170.83ms, mfu 5.84%
iter 2583: loss 3.6345, time 166.54ms, mfu 5.85%
iter 2584: loss 3.6315, time 169.89ms, mfu 5.85%
