Overriding config with config/gpt3-small-like-12b32b.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 20
log_interval = 1 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = True # override via command line if you like
wandb_project = 'data309gptnew'
wandb_run_name = 'GPT3-small-like12block32batch'

dataset = 'lyrics'
gradient_accumulation_steps = 1
batch_size = 12 # rough estimate  of the number of tokens in a sentence
block_size = 32 #estimate of the number of lines in a pop song

# baby GPT model :)
n_layer = 12
n_head = 12
n_embd = 768
dropout = 0.0

learning_rate = 6.0e-4 # with baby networks can afford to go a bit higher
max_iters = 4000
lr_decay_iters = 4000# make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
device = 'cuda' 
# compile = False # do not torch compile the model

Overriding: device = cuda
Overriding: compile = True
tokens per iteration will be: 384
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 123.59M
num decayed parameter tensors: 50, with 123,592,704 parameters
num non-decayed parameter tensors: 25, with 19,200 parameters
iter 2243: loss 5.1073, time 113.39ms, mfu 0.81%
iter 2244: loss 4.8587, time 109.78ms, mfu 0.81%
iter 2245: loss 5.2923, time 112.43ms, mfu 0.81%
iter 2246: loss 5.1867, time 110.98ms, mfu 0.82%
iter 2247: loss 4.4073, time 116.99ms, mfu 0.81%
iter 2248: loss 4.9316, time 113.31ms, mfu 0.81%
iter 2249: loss 4.7928, time 112.18ms, mfu 0.81%
step 2250: train loss 4.7919, val loss 4.6611
iter 2250: loss 4.5314, time 354.84ms, mfu 0.76%
iter 2251: loss 4.9038, time 113.03ms, mfu 0.76%
iter 2252: loss 4.6713, time 115.60ms, mfu 0.77%
iter 2253: loss 4.5165, time 109.99ms, mfu 0.77%
iter 2254: loss 4.9024, time 110.64ms, mfu 0.78%
iter 2255: loss 4.8024, time 107.81ms, mfu 0.79%
iter 2256: loss 4.6575, time 113.87ms, mfu 0.79%
iter 2257: loss 4.9911, time 111.17ms, mfu 0.79%
iter 2258: loss 4.3674, time 111.07ms, mfu 0.79%
iter 2259: loss 4.5144, time 110.25ms, mfu 0.80%
iter 2260: loss 4.3901, time 108.53ms, mfu 0.80%
iter 2261: loss 5.0666, time 115.73ms, mfu 0.80%
iter 2262: loss 5.0060, time 109.42ms, mfu 0.81%
iter 2263: loss 4.9963, time 112.67ms, mfu 0.81%
iter 2264: loss 4.8503, time 109.55ms, mfu 0.81%
iter 2265: loss 4.3220, time 112.33ms, mfu 0.81%
iter 2266: loss 4.9867, time 116.10ms, mfu 0.81%
iter 2267: loss 4.9446, time 114.62ms, mfu 0.81%
iter 2268: loss 4.6801, time 114.36ms, mfu 0.81%
iter 2269: loss 5.5617, time 115.50ms, mfu 0.81%
iter 2270: loss 4.5822, time 113.78ms, mfu 0.81%
iter 2271: loss 4.7368, time 111.27ms, mfu 0.81%
iter 2272: loss 4.7514, time 115.39ms, mfu 0.81%
iter 2273: loss 4.8888, time 115.69ms, mfu 0.80%
iter 2274: loss 4.8768, time 116.12ms, mfu 0.80%
iter 2275: loss 5.0895, time 116.12ms, mfu 0.80%
iter 2276: loss 5.2335, time 111.95ms, mfu 0.80%
iter 2277: loss 4.4312, time 20.76ms, mfu 1.17%
iter 2278: loss 4.2182, time 116.22ms, mfu 1.13%
iter 2279: loss 4.7338, time 111.15ms, mfu 1.10%
iter 2280: loss 4.7549, time 112.70ms, mfu 1.07%
iter 2281: loss 4.2373, time 108.56ms, mfu 1.05%
iter 2282: loss 5.4572, time 115.60ms, mfu 1.02%
iter 2283: loss 4.8948, time 114.03ms, mfu 1.00%
iter 2284: loss 4.8526, time 116.24ms, mfu 0.98%
iter 2285: loss 4.7613, time 114.15ms, mfu 0.96%
iter 2286: loss 4.5173, time 111.10ms, mfu 0.95%
iter 2287: loss 5.1822, time 111.45ms, mfu 0.93%
iter 2288: loss 4.7647, time 115.66ms, mfu 0.92%
iter 2289: loss 4.9577, time 111.02ms, mfu 0.91%
iter 2290: loss 4.2818, time 108.00ms, mfu 0.90%
iter 2291: loss 4.5967, time 115.55ms, mfu 0.89%
iter 2292: loss 4.3438, time 114.63ms, mfu 0.88%
iter 2293: loss 4.9413, time 115.71ms, mfu 0.88%
iter 2294: loss 5.0297, time 114.67ms, mfu 0.87%
iter 2295: loss 4.4913, time 113.75ms, mfu 0.86%
iter 2296: loss 5.1703, time 116.22ms, mfu 0.85%
iter 2297: loss 4.9270, time 114.32ms, mfu 0.85%
iter 2298: loss 4.7751, time 116.82ms, mfu 0.84%
iter 2299: loss 4.6341, time 110.29ms, mfu 0.84%
iter 2300: loss 5.0791, time 111.01ms, mfu 0.84%
iter 2301: loss 5.0482, time 108.20ms, mfu 0.84%
iter 2302: loss 4.8785, time 113.17ms, mfu 0.84%
iter 2303: loss 5.2155, time 114.86ms, mfu 0.83%
iter 2304: loss 5.1405, time 118.42ms, mfu 0.83%
iter 2305: loss 4.5358, time 114.04ms, mfu 0.83%
iter 2306: loss 4.5378, time 115.00ms, mfu 0.82%
iter 2307: loss 4.8231, time 114.76ms, mfu 0.82%
iter 2308: loss 4.6456, time 109.70ms, mfu 0.82%
iter 2309: loss 4.6784, time 112.85ms, mfu 0.82%
iter 2310: loss 4.8457, time 111.76ms, mfu 0.82%
iter 2311: loss 4.7377, time 110.56ms, mfu 0.82%
iter 2312: loss 4.7031, time 116.37ms, mfu 0.82%
iter 2313: loss 4.9675, time 109.91ms, mfu 0.82%
iter 2314: loss 4.5011, time 115.68ms, mfu 0.82%
iter 2315: loss 4.1060, time 111.96ms, mfu 0.82%
iter 2316: loss 4.7746, time 112.83ms, mfu 0.82%
iter 2317: loss 5.4296, time 117.25ms, mfu 0.81%
iter 2318: loss 5.3526, time 114.16ms, mfu 0.81%
iter 2319: loss 4.6160, time 116.72ms, mfu 0.81%
iter 2320: loss 4.4801, time 110.07ms, mfu 0.81%
iter 2321: loss 5.0938, time 112.61ms, mfu 0.81%
iter 2322: loss 4.8629, time 111.38ms, mfu 0.81%
iter 2323: loss 4.4775, time 111.00ms, mfu 0.81%
iter 2324: loss 4.3428, time 115.66ms, mfu 0.81%
iter 2325: loss 4.9746, time 116.02ms, mfu 0.81%
iter 2326: loss 4.9825, time 109.59ms, mfu 0.81%
iter 2327: loss 4.2872, time 114.40ms, mfu 0.81%
iter 2328: loss 5.0723, time 114.77ms, mfu 0.81%
iter 2329: loss 5.0352, time 115.90ms, mfu 0.81%
iter 2330: loss 4.6272, time 114.82ms, mfu 0.81%
iter 2331: loss 4.7657, time 114.69ms, mfu 0.81%
iter 2332: loss 5.1808, time 113.47ms, mfu 0.81%
iter 2333: loss 4.8812, time 115.51ms, mfu 0.81%
iter 2334: loss 4.4414, time 116.47ms, mfu 0.80%
iter 2335: loss 4.7075, time 112.18ms, mfu 0.81%
iter 2336: loss 4.7902, time 108.88ms, mfu 0.81%
iter 2337: loss 4.5002, time 114.81ms, mfu 0.81%
iter 2338: loss 4.4981, time 116.88ms, mfu 0.81%
iter 2339: loss 5.0836, time 112.48ms, mfu 0.81%
iter 2340: loss 5.2488, time 109.54ms, mfu 0.81%
iter 2341: loss 4.4812, time 114.75ms, mfu 0.81%
iter 2342: loss 4.8946, time 114.19ms, mfu 0.81%
iter 2343: loss 4.6940, time 114.95ms, mfu 0.81%
iter 2344: loss 5.5769, time 110.01ms, mfu 0.81%
iter 2345: loss 4.7878, time 109.38ms, mfu 0.81%
iter 2346: loss 4.3326, time 110.79ms, mfu 0.81%
iter 2347: loss 5.1289, time 112.73ms, mfu 0.81%
iter 2348: loss 5.3843, time 111.19ms, mfu 0.82%
iter 2349: loss 4.3561, time 109.30ms, mfu 0.82%
iter 2350: loss 5.1593, time 114.33ms, mfu 0.82%
iter 2351: loss 5.5024, time 110.63ms, mfu 0.82%
iter 2352: loss 5.2363, time 115.06ms, mfu 0.82%
iter 2353: loss 4.7358, time 115.44ms, mfu 0.81%
iter 2354: loss 4.8540, time 111.92ms, mfu 0.81%
iter 2355: loss 4.7331, time 108.78ms, mfu 0.82%
iter 2356: loss 5.3088, time 114.20ms, mfu 0.82%
iter 2357: loss 4.7656, time 116.85ms, mfu 0.81%
iter 2358: loss 4.5613, time 108.93ms, mfu 0.82%
iter 2359: loss 4.9968, time 115.18ms, mfu 0.81%
iter 2360: loss 4.9832, time 109.75ms, mfu 0.82%
iter 2361: loss 4.6246, time 117.17ms, mfu 0.81%
iter 2362: loss 4.7771, time 116.36ms, mfu 0.81%
iter 2363: loss 4.6474, time 114.03ms, mfu 0.81%
iter 2364: loss 4.6610, time 114.59ms, mfu 0.81%
iter 2365: loss 4.6781, time 115.10ms, mfu 0.81%
iter 2366: loss 4.9402, time 114.12ms, mfu 0.81%
iter 2367: loss 4.9855, time 116.00ms, mfu 0.81%
iter 2368: loss 4.7623, time 113.38ms, mfu 0.81%
iter 2369: loss 4.7576, time 114.36ms, mfu 0.81%
iter 2370: loss 4.9441, time 116.18ms, mfu 0.80%
iter 2371: loss 4.3725, time 113.50ms, mfu 0.80%
iter 2372: loss 4.7358, time 114.39ms, mfu 0.80%
iter 2373: loss 5.1922, time 114.99ms, mfu 0.80%
iter 2374: loss 5.3305, time 115.61ms, mfu 0.80%
iter 2375: loss 4.6707, time 115.35ms, mfu 0.80%
iter 2376: loss 5.4625, time 112.33ms, mfu 0.80%
iter 2377: loss 4.7986, time 113.83ms, mfu 0.80%
iter 2378: loss 4.7762, time 115.05ms, mfu 0.80%
iter 2379: loss 4.6429, time 113.50ms, mfu 0.80%
iter 2380: loss 4.7862, time 114.06ms, mfu 0.80%
iter 2381: loss 4.8596, time 116.12ms, mfu 0.80%
iter 2382: loss 4.5761, time 114.29ms, mfu 0.80%
iter 2383: loss 4.9100, time 113.67ms, mfu 0.80%
iter 2384: loss 4.3337, time 116.16ms, mfu 0.80%
iter 2385: loss 4.4173, time 114.66ms, mfu 0.80%
iter 2386: loss 4.7714, time 116.15ms, mfu 0.80%
iter 2387: loss 4.6130, time 111.84ms, mfu 0.80%
iter 2388: loss 4.6857, time 114.62ms, mfu 0.80%
iter 2389: loss 4.5985, time 116.20ms, mfu 0.80%
iter 2390: loss 4.6560, time 115.85ms, mfu 0.80%
iter 2391: loss 5.4633, time 116.72ms, mfu 0.80%
iter 2392: loss 4.6116, time 111.96ms, mfu 0.80%
iter 2393: loss 4.6865, time 114.13ms, mfu 0.80%
iter 2394: loss 5.0851, time 115.81ms, mfu 0.80%
iter 2395: loss 5.4147, time 114.16ms, mfu 0.80%
iter 2396: loss 4.3238, time 113.79ms, mfu 0.80%
iter 2397: loss 4.5478, time 116.49ms, mfu 0.80%
iter 2398: loss 4.7903, time 114.04ms, mfu 0.80%
iter 2399: loss 4.7140, time 116.17ms, mfu 0.80%
iter 2400: loss 4.8095, time 114.05ms, mfu 0.80%
iter 2401: loss 4.8515, time 111.65ms, mfu 0.80%
iter 2402: loss 4.8054, time 115.30ms, mfu 0.80%
iter 2403: loss 4.9347, time 114.73ms, mfu 0.80%
iter 2404: loss 5.1776, time 112.84ms, mfu 0.80%
iter 2405: loss 5.2559, time 115.16ms, mfu 0.80%
iter 2406: loss 5.2964, time 115.14ms, mfu 0.80%
iter 2407: loss 4.7772, time 114.72ms, mfu 0.80%
iter 2408: loss 4.6654, time 114.64ms, mfu 0.80%
iter 2409: loss 4.7255, time 114.23ms, mfu 0.80%
iter 2410: loss 4.5895, time 114.56ms, mfu 0.80%
iter 2411: loss 4.5801, time 116.34ms, mfu 0.80%
iter 2412: loss 5.3276, time 109.85ms, mfu 0.80%
iter 2413: loss 4.7987, time 108.44ms, mfu 0.81%
iter 2414: loss 4.5530, time 114.09ms, mfu 0.81%
iter 2415: loss 4.7874, time 109.80ms, mfu 0.81%
iter 2416: loss 4.9088, time 112.56ms, mfu 0.81%
iter 2417: loss 4.3454, time 111.49ms, mfu 0.81%
iter 2418: loss 4.8571, time 116.01ms, mfu 0.81%
iter 2419: loss 4.4076, time 115.53ms, mfu 0.81%
iter 2420: loss 4.9348, time 113.02ms, mfu 0.81%
iter 2421: loss 5.6001, time 112.77ms, mfu 0.81%
iter 2422: loss 4.4124, time 106.20ms, mfu 0.81%
iter 2423: loss 4.8838, time 107.66ms, mfu 0.82%
iter 2424: loss 4.5325, time 113.75ms, mfu 0.82%
iter 2425: loss 5.0386, time 111.71ms, mfu 0.82%
iter 2426: loss 5.6190, time 112.07ms, mfu 0.82%
iter 2427: loss 4.5303, time 110.73ms, mfu 0.82%
iter 2428: loss 4.9777, time 110.23ms, mfu 0.82%
iter 2429: loss 4.8167, time 111.17ms, mfu 0.82%
iter 2430: loss 4.5112, time 110.76ms, mfu 0.82%
iter 2431: loss 5.0210, time 111.92ms, mfu 0.82%
iter 2432: loss 4.9687, time 108.50ms, mfu 0.82%
iter 2433: loss 4.6470, time 114.38ms, mfu 0.82%
iter 2434: loss 4.6427, time 109.41ms, mfu 0.82%
iter 2435: loss 5.2820, time 109.80ms, mfu 0.82%
iter 2436: loss 4.6513, time 111.32ms, mfu 0.82%
iter 2437: loss 4.3885, time 111.05ms, mfu 0.82%
iter 2438: loss 4.5067, time 111.82ms, mfu 0.82%
iter 2439: loss 5.0095, time 110.66ms, mfu 0.82%
iter 2440: loss 5.4938, time 111.73ms, mfu 0.82%
iter 2441: loss 4.5879, time 108.67ms, mfu 0.83%
iter 2442: loss 4.5611, time 114.43ms, mfu 0.82%
iter 2443: loss 4.9341, time 110.61ms, mfu 0.82%
iter 2444: loss 4.8818, time 112.28ms, mfu 0.82%
iter 2445: loss 4.4464, time 108.58ms, mfu 0.83%
iter 2446: loss 5.2041, time 109.74ms, mfu 0.83%
iter 2447: loss 4.5809, time 108.48ms, mfu 0.83%
iter 2448: loss 4.2209, time 112.17ms, mfu 0.83%
iter 2449: loss 4.0980, time 115.31ms, mfu 0.82%
iter 2450: loss 3.9885, time 109.31ms, mfu 0.83%
iter 2451: loss 4.5458, time 113.81ms, mfu 0.82%
iter 2452: loss 4.8357, time 110.77ms, mfu 0.82%
iter 2453: loss 4.0811, time 112.81ms, mfu 0.82%
iter 2454: loss 4.5433, time 109.31ms, mfu 0.82%
iter 2455: loss 4.8586, time 111.23ms, mfu 0.82%
iter 2456: loss 4.8015, time 112.60ms, mfu 0.82%
iter 2457: loss 4.2147, time 109.70ms, mfu 0.82%
iter 2458: loss 5.0040, time 109.81ms, mfu 0.83%
iter 2459: loss 4.4234, time 110.09ms, mfu 0.83%
iter 2460: loss 4.3501, time 112.73ms, mfu 0.83%
iter 2461: loss 4.7706, time 112.60ms, mfu 0.82%
iter 2462: loss 4.7894, time 114.16ms, mfu 0.82%
iter 2463: loss 5.0873, time 114.45ms, mfu 0.82%
iter 2464: loss 5.2170, time 111.04ms, mfu 0.82%
iter 2465: loss 5.2643, time 110.07ms, mfu 0.82%
iter 2466: loss 4.4050, time 110.09ms, mfu 0.82%
iter 2467: loss 4.8098, time 116.50ms, mfu 0.82%
iter 2468: loss 4.7464, time 106.04ms, mfu 0.82%
iter 2469: loss 4.9937, time 111.75ms, mfu 0.82%
iter 2470: loss 5.4198, time 110.47ms, mfu 0.82%
iter 2471: loss 4.6473, time 111.46ms, mfu 0.82%
iter 2472: loss 4.4181, time 110.95ms, mfu 0.82%
iter 2473: loss 4.8341, time 109.74ms, mfu 0.83%
iter 2474: loss 5.1211, time 108.85ms, mfu 0.83%
iter 2475: loss 5.0271, time 114.85ms, mfu 0.82%
iter 2476: loss 4.6102, time 113.42ms, mfu 0.82%
iter 2477: loss 4.9329, time 113.25ms, mfu 0.82%
iter 2478: loss 5.1585, time 110.50ms, mfu 0.82%
iter 2479: loss 4.7352, time 116.79ms, mfu 0.82%
iter 2480: loss 4.6762, time 112.82ms, mfu 0.82%
iter 2481: loss 4.0611, time 113.88ms, mfu 0.82%
iter 2482: loss 4.8980, time 112.75ms, mfu 0.82%
iter 2483: loss 4.9803, time 115.37ms, mfu 0.81%
iter 2484: loss 4.7625, time 110.88ms, mfu 0.82%
iter 2485: loss 4.6038, time 108.50ms, mfu 0.82%
iter 2486: loss 4.8209, time 111.46ms, mfu 0.82%
iter 2487: loss 4.5436, time 109.58ms, mfu 0.82%
iter 2488: loss 5.0938, time 114.07ms, mfu 0.82%
iter 2489: loss 4.5860, time 113.67ms, mfu 0.82%
iter 2490: loss 4.6590, time 108.54ms, mfu 0.82%
iter 2491: loss 4.5848, time 110.22ms, mfu 0.82%
iter 2492: loss 5.0462, time 111.27ms, mfu 0.82%
iter 2493: loss 4.4118, time 110.79ms, mfu 0.82%
iter 2494: loss 4.7073, time 107.08ms, mfu 0.83%
iter 2495: loss 4.8703, time 114.85ms, mfu 0.82%
iter 2496: loss 4.6999, time 109.22ms, mfu 0.82%
iter 2497: loss 4.9825, time 113.97ms, mfu 0.82%
iter 2498: loss 4.3121, time 111.75ms, mfu 0.82%
iter 2499: loss 4.7885, time 108.77ms, mfu 0.82%
step 2500: train loss 4.8266, val loss 4.6845
iter 2500: loss 5.1902, time 315.47ms, mfu 0.77%
iter 2501: loss 5.5994, time 108.34ms, mfu 0.78%
iter 2502: loss 4.4806, time 111.51ms, mfu 0.78%
iter 2503: loss 4.8566, time 111.96ms, mfu 0.79%
iter 2504: loss 4.9616, time 114.23ms, mfu 0.79%
iter 2505: loss 4.8614, time 117.94ms, mfu 0.79%
iter 2506: loss 4.7340, time 111.47ms, mfu 0.79%
iter 2507: loss 5.5321, time 109.06ms, mfu 0.80%
iter 2508: loss 4.6164, time 112.48ms, mfu 0.80%
iter 2509: loss 4.9954, time 109.27ms, mfu 0.80%
iter 2510: loss 4.9566, time 109.35ms, mfu 0.81%
iter 2511: loss 5.0399, time 109.05ms, mfu 0.81%
iter 2512: loss 5.8102, time 113.75ms, mfu 0.81%
iter 2513: loss 5.5433, time 113.33ms, mfu 0.81%
iter 2514: loss 4.7679, time 113.04ms, mfu 0.81%
iter 2515: loss 4.5011, time 113.14ms, mfu 0.81%
iter 2516: loss 5.0719, time 115.88ms, mfu 0.81%
iter 2517: loss 5.2540, time 112.82ms, mfu 0.81%
iter 2518: loss 4.8188, time 108.62ms, mfu 0.81%
iter 2519: loss 4.9077, time 109.60ms, mfu 0.81%
iter 2520: loss 4.5284, time 112.10ms, mfu 0.81%
iter 2521: loss 5.0869, time 108.86ms, mfu 0.82%
iter 2522: loss 4.9829, time 114.57ms, mfu 0.82%
iter 2523: loss 4.8235, time 110.84ms, mfu 0.82%
iter 2524: loss 5.2733, time 110.23ms, mfu 0.82%
iter 2525: loss 4.7636, time 109.32ms, mfu 0.82%
iter 2526: loss 5.0158, time 113.26ms, mfu 0.82%
iter 2527: loss 5.0751, time 109.36ms, mfu 0.82%
iter 2528: loss 4.6242, time 111.43ms, mfu 0.82%
iter 2529: loss 4.8022, time 109.03ms, mfu 0.82%
iter 2530: loss 5.2571, time 114.26ms, mfu 0.82%
iter 2531: loss 5.1301, time 111.33ms, mfu 0.82%
iter 2532: loss 4.8779, time 109.10ms, mfu 0.82%
iter 2533: loss 4.2586, time 109.90ms, mfu 0.82%
iter 2534: loss 5.0509, time 114.14ms, mfu 0.82%
iter 2535: loss 4.8581, time 112.53ms, mfu 0.82%
iter 2536: loss 5.0090, time 109.45ms, mfu 0.82%
iter 2537: loss 4.5716, time 110.96ms, mfu 0.82%
iter 2538: loss 5.3544, time 110.28ms, mfu 0.82%
iter 2539: loss 5.0154, time 110.36ms, mfu 0.83%
iter 2540: loss 4.8163, time 113.57ms, mfu 0.82%
iter 2541: loss 4.6465, time 112.26ms, mfu 0.82%
iter 2542: loss 5.1069, time 113.03ms, mfu 0.82%
iter 2543: loss 4.0221, time 115.42ms, mfu 0.82%
iter 2544: loss 5.3302, time 112.65ms, mfu 0.82%
iter 2545: loss 4.4959, time 109.52ms, mfu 0.82%
iter 2546: loss 4.9896, time 110.45ms, mfu 0.82%
iter 2547: loss 4.9765, time 110.35ms, mfu 0.82%
iter 2548: loss 4.6077, time 112.09ms, mfu 0.82%
iter 2549: loss 4.4078, time 110.30ms, mfu 0.82%
iter 2550: loss 4.4627, time 112.63ms, mfu 0.82%
iter 2551: loss 4.7415, time 109.08ms, mfu 0.82%
iter 2552: loss 4.9130, time 111.26ms, mfu 0.82%
iter 2553: loss 5.4076, time 111.95ms, mfu 0.82%
iter 2554: loss 4.6693, time 107.40ms, mfu 0.83%
iter 2555: loss 4.9516, time 114.33ms, mfu 0.82%
iter 2556: loss 5.4564, time 110.18ms, mfu 0.82%
iter 2557: loss 4.9536, time 111.29ms, mfu 0.82%
iter 2558: loss 4.9886, time 111.91ms, mfu 0.82%
iter 2559: loss 4.7415, time 109.96ms, mfu 0.83%
iter 2560: loss 4.4771, time 109.31ms, mfu 0.83%
iter 2561: loss 4.4260, time 111.61ms, mfu 0.83%
iter 2562: loss 4.6156, time 112.43ms, mfu 0.82%
iter 2563: loss 4.2858, time 114.13ms, mfu 0.82%
iter 2564: loss 4.7231, time 113.28ms, mfu 0.82%
iter 2565: loss 5.2344, time 114.90ms, mfu 0.82%
iter 2566: loss 4.8150, time 112.72ms, mfu 0.82%
iter 2567: loss 5.0581, time 111.21ms, mfu 0.82%
iter 2568: loss 4.5445, time 110.69ms, mfu 0.82%
iter 2569: loss 4.2258, time 109.10ms, mfu 0.82%
iter 2570: loss 5.0193, time 112.58ms, mfu 0.82%
iter 2571: loss 5.1326, time 112.53ms, mfu 0.82%
iter 2572: loss 4.7333, time 111.34ms, mfu 0.82%
iter 2573: loss 4.8209, time 110.00ms, mfu 0.82%
iter 2574: loss 4.4109, time 108.22ms, mfu 0.82%
iter 2575: loss 4.9223, time 111.67ms, mfu 0.82%
iter 2576: loss 5.1405, time 110.87ms, mfu 0.82%
iter 2577: loss 4.7393, time 113.85ms, mfu 0.82%
iter 2578: loss 5.2488, time 108.68ms, mfu 0.82%
iter 2579: loss 4.7257, time 110.17ms, mfu 0.83%
iter 2580: loss 4.5852, time 110.10ms, mfu 0.83%
iter 2581: loss 4.5059, time 111.33ms, mfu 0.83%
iter 2582: loss 4.3331, time 109.94ms, mfu 0.83%
iter 2583: loss 4.6738, time 112.22ms, mfu 0.83%
iter 2584: loss 4.7657, time 111.28ms, mfu 0.83%
iter 2585: loss 5.6141, time 111.95ms, mfu 0.83%
iter 2586: loss 4.2614, time 111.31ms, mfu 0.82%
iter 2587: loss 5.3760, time 107.60ms, mfu 0.83%
iter 2588: loss 4.8189, time 114.32ms, mfu 0.83%
iter 2589: loss 4.9904, time 110.75ms, mfu 0.83%
iter 2590: loss 4.6820, time 109.78ms, mfu 0.83%
iter 2591: loss 5.0751, time 108.71ms, mfu 0.83%
iter 2592: loss 4.4249, time 116.33ms, mfu 0.82%
iter 2593: loss 5.0136, time 112.73ms, mfu 0.82%
iter 2594: loss 5.0633, time 108.69ms, mfu 0.83%
iter 2595: loss 4.3559, time 111.76ms, mfu 0.82%
iter 2596: loss 4.9081, time 107.59ms, mfu 0.83%
iter 2597: loss 4.7684, time 109.19ms, mfu 0.83%
iter 2598: loss 4.3072, time 114.49ms, mfu 0.83%
iter 2599: loss 4.3898, time 110.76ms, mfu 0.83%
iter 2600: loss 4.6084, time 109.97ms, mfu 0.83%
iter 2601: loss 4.6181, time 111.07ms, mfu 0.83%
iter 2602: loss 5.0030, time 109.97ms, mfu 0.83%
iter 2603: loss 4.9502, time 113.19ms, mfu 0.83%
iter 2604: loss 4.6336, time 110.86ms, mfu 0.83%
iter 2605: loss 4.8479, time 110.30ms, mfu 0.83%
iter 2606: loss 5.1835, time 109.47ms, mfu 0.83%
iter 2607: loss 4.6738, time 113.55ms, mfu 0.83%
iter 2608: loss 4.9785, time 110.15ms, mfu 0.83%
iter 2609: loss 4.8159, time 110.30ms, mfu 0.83%
iter 2610: loss 5.0535, time 110.26ms, mfu 0.83%
iter 2611: loss 4.6987, time 111.67ms, mfu 0.83%
iter 2612: loss 5.0000, time 113.39ms, mfu 0.82%
iter 2613: loss 4.5113, time 108.68ms, mfu 0.83%
iter 2614: loss 4.7581, time 111.73ms, mfu 0.83%
iter 2615: loss 4.8561, time 108.06ms, mfu 0.83%
iter 2616: loss 4.5432, time 114.67ms, mfu 0.83%
iter 2617: loss 4.7768, time 109.12ms, mfu 0.83%
iter 2618: loss 5.3961, time 111.42ms, mfu 0.83%
iter 2619: loss 4.7588, time 109.90ms, mfu 0.83%
iter 2620: loss 5.1548, time 108.44ms, mfu 0.83%
iter 2621: loss 4.3733, time 115.80ms, mfu 0.83%
iter 2622: loss 4.5278, time 111.07ms, mfu 0.83%
iter 2623: loss 4.9455, time 111.71ms, mfu 0.83%
iter 2624: loss 4.5278, time 108.18ms, mfu 0.83%
iter 2625: loss 5.0688, time 113.73ms, mfu 0.83%
iter 2626: loss 5.2308, time 109.85ms, mfu 0.83%
iter 2627: loss 5.0654, time 111.20ms, mfu 0.83%
iter 2628: loss 4.9785, time 110.74ms, mfu 0.83%
iter 2629: loss 4.8363, time 109.76ms, mfu 0.83%
iter 2630: loss 5.3778, time 112.47ms, mfu 0.83%
iter 2631: loss 4.8959, time 110.00ms, mfu 0.83%
iter 2632: loss 4.6060, time 106.84ms, mfu 0.83%
iter 2633: loss 4.5202, time 110.90ms, mfu 0.83%
iter 2634: loss 4.9296, time 114.83ms, mfu 0.83%
iter 2635: loss 4.5134, time 109.48ms, mfu 0.83%
iter 2636: loss 4.4218, time 114.31ms, mfu 0.83%
iter 2637: loss 4.8083, time 108.99ms, mfu 0.83%
iter 2638: loss 5.2083, time 113.18ms, mfu 0.83%
iter 2639: loss 3.9874, time 110.65ms, mfu 0.83%
iter 2640: loss 4.8879, time 112.51ms, mfu 0.82%
iter 2641: loss 4.1768, time 108.77ms, mfu 0.83%
iter 2642: loss 4.7981, time 110.01ms, mfu 0.83%
iter 2643: loss 4.9433, time 111.94ms, mfu 0.83%
iter 2644: loss 5.0909, time 108.56ms, mfu 0.83%
iter 2645: loss 4.7263, time 114.47ms, mfu 0.83%
iter 2646: loss 4.6753, time 108.67ms, mfu 0.83%
iter 2647: loss 4.7959, time 113.82ms, mfu 0.83%
iter 2648: loss 4.8336, time 110.91ms, mfu 0.83%
iter 2649: loss 5.0471, time 113.06ms, mfu 0.82%
iter 2650: loss 5.0675, time 109.07ms, mfu 0.83%
iter 2651: loss 4.8391, time 111.99ms, mfu 0.82%
iter 2652: loss 4.6501, time 113.04ms, mfu 0.82%
iter 2653: loss 5.2918, time 106.62ms, mfu 0.83%
iter 2654: loss 4.1641, time 107.69ms, mfu 0.83%
iter 2655: loss 4.7897, time 111.73ms, mfu 0.83%
iter 2656: loss 4.9136, time 114.72ms, mfu 0.83%
iter 2657: loss 4.9428, time 111.17ms, mfu 0.83%
iter 2658: loss 4.9527, time 111.94ms, mfu 0.83%
iter 2659: loss 4.8603, time 110.68ms, mfu 0.83%
iter 2660: loss 4.9523, time 110.33ms, mfu 0.83%
iter 2661: loss 4.7774, time 112.61ms, mfu 0.82%
iter 2662: loss 4.3901, time 111.26ms, mfu 0.82%
iter 2663: loss 4.6011, time 109.24ms, mfu 0.83%
iter 2664: loss 4.7731, time 110.01ms, mfu 0.83%
iter 2665: loss 4.8695, time 108.49ms, mfu 0.83%
iter 2666: loss 4.9965, time 112.29ms, mfu 0.83%
iter 2667: loss 4.4561, time 112.34ms, mfu 0.83%
iter 2668: loss 4.3686, time 107.81ms, mfu 0.83%
iter 2669: loss 4.8682, time 114.40ms, mfu 0.83%
iter 2670: loss 4.4649, time 110.51ms, mfu 0.83%
iter 2671: loss 5.1645, time 112.17ms, mfu 0.83%
